@relation 'MyLucene-weka.filters.unsupervised.attribute.Remove-R1-4-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 50 -T 0'

@attribute cumulative_change_count numeric
@attribute cumulative_bug_count numeric
@attribute entropy numeric
@attribute la numeric
@attribute CountDeclInstanceVariable_delta numeric
@attribute CountDeclClass_delta numeric
@attribute s7 numeric
@attribute s110 numeric
@attribute s121 numeric
@attribute s122 numeric
@attribute s143 numeric
@attribute s363 numeric
@attribute s592 numeric
@attribute s649 numeric
@attribute s657 numeric
@attribute s1034 numeric
@attribute s1038 numeric
@attribute s1055 numeric
@attribute s1163 numeric
@attribute s1164 numeric
@attribute s1238 numeric
@attribute s1316 numeric
@attribute s1419 numeric
@attribute s1621 numeric
@attribute s2069 numeric
@attribute s2366 numeric
@attribute s2424 numeric
@attribute s4249 numeric
@attribute s5421 numeric
@attribute bug_introducing {0,1}

@data
11,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,10,0.918296,4,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30,10,0.918296,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
31,10,0,2,0,0,1,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,7,0,3,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.900903,32,0,1,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.900903,69,6,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1
37,16,0,111,0,1,1,0,0,6,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0
37,9,1,4,2,0,1,0,0,4,0,0,0,1,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1
38,10,1,4,2,0,1,0,0,4,0,0,0,1,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1
25,4,0.811623,40,0,0,1,0,0,0,0,0,0,10,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1
26,4,0.811623,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,5,0.811623,17,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,0.811623,33,0,0,1,4,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
23,5,0.729847,7,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,0.729847,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,0.729847,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.794766,32,0,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.794766,28,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0.794766,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,25,0.794766,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
110,25,0.794766,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
111,25,0.794766,2,0,0,1,0,0,5,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0
118,25,0.794766,1,0,0,1,0,0,2,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
119,25,0.794766,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
91,21,0.794766,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
92,21,0.794766,36,1,0,1,0,0,3,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
93,21,0.794766,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,21,0.794766,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,21,0.794766,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
96,21,0.794766,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
97,21,0.794766,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
98,21,0.794766,2,1,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99,22,0.794766,7,1,0,1,0,0,3,0,0,0,0,0,2,8,0,1,0,0,0,0,0,0,0,0,3,0,1
100,22,0.794766,2,1,0,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0
101,22,0.794766,1,1,0,1,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
102,22,0.794766,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
103,22,0.794766,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,5,0.794766,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,5,0.794766,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,1,0.721928,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,0.721928,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,10,0,0,-1,0,1,0,0,4,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0
34,5,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,0.64195,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0.64195,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,0.64195,3,0,0,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,0.64195,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,0.64195,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,0.64195,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,2,0.64195,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,25,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,25,0.64195,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,2,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0.64195,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,15,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,0.64195,4,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,16,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1
104,22,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,22,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,0,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0.64195,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0.64195,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.64195,87,3,1,1,0,0,1,0,0,0,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1
12,3,0.64195,10,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0.64195,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.64195,6,-3,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.64195,1,-3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.64195,1,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.64195,1,-3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0.64195,1,-3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0.64195,1,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0.64195,4,-3,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0.64195,3,-3,0,1,0,0,1,0,0,0,3,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0.64195,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,0.64195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0.808727,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0.808727,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,43,0.808727,4,1,0,1,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
105,44,0.808727,9,1,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,45,0.808727,5,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
107,45,0.808727,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0.808727,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0.808727,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0.808727,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0.808727,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0.808727,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0.808727,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,14,0.808727,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,14,0.808727,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,15,0.808727,2,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1
35,16,0.808727,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0.808727,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
5,1,0.808727,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0.808727,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,90,4,2,1,0,0,3,0,0,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,1
2,1,0.957554,10,-2,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0.957554,3,-2,0,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
9,6,0,1,0,0,1,1,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
24,7,0.988603,1,-4,0,1,0,0,2,21,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
25,7,0.988603,1,-4,0,1,0,0,1,31,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26,7,0.988603,1,-4,0,1,0,0,2,21,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
27,7,0.988603,1,-4,0,1,0,0,2,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0.988603,2,-1,0,1,0,0,1,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
28,7,0.985475,1,-4,0,0,0,0,2,21,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
29,7,0.985475,1,-4,0,0,0,0,1,31,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
30,7,0.985475,1,-4,0,0,0,0,2,21,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
31,7,0.985475,1,-4,0,0,0,0,2,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
55,9,0.810171,4,-1,0,1,0,0,0,11,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,9,0.810171,4,-1,0,1,0,0,1,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,10,0.810171,11,-1,0,1,0,0,0,41,0,0,0,0,3,7,0,0,3,0,0,0,0,0,0,0,0,0,1
58,11,0.810171,5,-1,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,11,0.810171,1,-1,0,1,0,0,1,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,12,0.810171,15,-1,0,1,0,0,3,21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,12,0.810171,1,-1,0,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,12,0.810171,3,-1,0,1,0,0,0,31,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
63,12,0.810171,10,-1,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17,3,0.810171,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,3,0.810171,24,0,0,1,0,0,8,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
19,3,0.810171,28,0,0,1,0,0,4,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
8,2,0.810171,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,0.810171,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,0.810171,54,0,0,1,0,0,3,13,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
11,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,7,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
10,6,0,1,0,0,0,1,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,1,-1,0,0,0,0,1,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
40,10,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
9,2,0.743111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,0.743111,70,2,0,0,0,0,7,3,0,0,0,0,0,6,19,2,1,0,0,0,0,0,0,0,0,0,0
23,7,0.743111,50,3,0,0,0,0,2,5,0,0,0,0,1,0,8,5,0,0,0,0,0,0,0,0,0,0,0
24,7,0.743111,5,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
25,7,0.743111,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,3,0.743111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,10,0.743111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,10,0.743111,33,1,0,0,0,0,7,9,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0
34,10,0.743111,2,1,0,0,0,0,4,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
35,10,0.743111,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
41,11,0.743111,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
42,11,0.743111,23,1,0,0,0,0,3,6,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
43,11,0.743111,10,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0
44,11,0.743111,2,1,0,0,0,0,4,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
45,11,0.743111,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32,8,0.743111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,8,0.743111,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,4,0.743111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,12,0.862073,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56,12,0.862073,27,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
57,12,0.862073,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
58,12,0.862073,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,12,0.862073,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,12,0.862073,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,12,0.862073,2,1,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
62,12,0.862073,19,1,0,0,0,0,4,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
63,12,0.862073,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,12,0.862073,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,12,0.862073,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,12,0.862073,9,1,0,0,0,0,1,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
67,12,0.862073,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,12,0.862073,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,12,0.862073,3,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,12,0.862073,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,12,0.862073,2,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
72,12,0.862073,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0.862073,14,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,2,0.862073,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,18,0.862073,2,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0
39,18,0.862073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40,18,0.862073,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41,18,0.862073,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,18,0.862073,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43,18,0.862073,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,18,0.862073,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
45,18,0.862073,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
46,18,0.862073,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0
47,18,0.862073,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
48,18,0.862073,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49,18,0.862073,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,18,0.862073,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,18,0.862073,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,18,0.862073,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,18,0.862073,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,18,0.862073,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
55,18,0.862073,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0
56,18,0.862073,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
57,18,0.862073,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,18,0.862073,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,18,0.862073,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,18,0.862073,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,18,0.862073,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
62,18,0.862073,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,18,0.862073,5,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
64,18,0.862073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
41,10,0,4,1,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0
73,12,0.845362,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74,12,0.845362,27,1,0,0,0,0,0,2,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
