@relation 'MyTomcat-weka.filters.unsupervised.attribute.Remove-R1-4-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 50 -T 0'

@attribute change_log_length numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute lt numeric
@attribute CountDeclMethodProtected_delta numeric
@attribute AvgLine_delta numeric
@attribute CountLineComment_delta numeric
@attribute CountLineCodeExe_delta numeric
@attribute s33 numeric
@attribute s178 numeric
@attribute s360 numeric
@attribute s364 numeric
@attribute s595 numeric
@attribute s606 numeric
@attribute s930 numeric
@attribute s1048 numeric
@attribute s1111 numeric
@attribute s1299 numeric
@attribute s1315 numeric
@attribute s1391 numeric
@attribute s1530 numeric
@attribute s1948 numeric
@attribute s1979 numeric
@attribute s2605 numeric
@attribute s2863 numeric
@attribute s3048 numeric
@attribute s3077 numeric
@attribute s3235 numeric
@attribute s3308 numeric
@attribute s3376 numeric
@attribute s3404 numeric
@attribute s5176 numeric
@attribute bug_introducing {0,1}

@data
186,3,0.564811,147,147,0,11,56,36,1,0,0,0,0,0,0,0,0,147,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
186,3,0.564811,369,369,0,90,51,193,1,0,0,0,0,0,0,0,0,369,100,1,0,0,0,0,0,0,0,0,0,0,0,0,1
185,1,0,1,15,0,-13,0,-11,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,2,0.850955,2,2,0,1,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2,0.850955,1,1,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2,0.850955,1,2,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2,0.850955,1,1,0,1,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2,0.850955,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2,0.850955,6,6,0,0,0,2,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,2,0.87482,2,3,0,0,0,2,1,2,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258,2,0.87482,4,5,0,0,0,2,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258,2,0.87482,5,6,0,-1,19,6,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258,2,0.87482,3,4,0,-1,19,6,1,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,2,0.87482,19,20,0,-1,19,6,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,2,0.87482,6,10,0,-1,19,6,1,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1,0.845351,5,8,0,0,0,2,2,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232,1,0.845351,2,3,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2,0.552495,34,34,0,1,0,26,1,0,0,0,0,0,0,0,0,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2,0.552495,4,5,0,1,-1,4,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1,0,0,12,0,0,-1,-7,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,8,8,0,0,0,2,1,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,2,6,0,0,2,-2,1,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,2,3,0,0,2,-2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,4,0.811923,2,2,0,0,2,42,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,1,1,0,0,2,42,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,4,4,0,0,2,42,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,34,38,0,0,2,42,1,0,0,0,0,0,0,0,0,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,1,1,0,0,2,42,1,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,4,0.811923,3,4,0,0,2,42,1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,4,0.811923,1,8,0,0,2,42,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,3,4,0,0,2,42,1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,4,0.811923,1,1,0,0,2,42,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,29,31,0,0,2,42,1,7,0,0,0,0,0,0,0,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,4,4,0,0,2,42,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,1,2,0,0,2,-4,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,11,25,0,0,2,-4,1,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,4,0.811923,5,7,0,0,2,-4,1,2,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,1,3,0,0,2,-4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,3,4,0,0,2,-4,1,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,1,1,0,0,2,-4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,1,5,0,0,2,-4,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,1,5,0,0,2,-4,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,0,1,0,0,2,-4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,7,13,0,0,2,-4,1,1,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0.811923,0,1,0,0,2,-4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,1,0.811278,6,6,0,0,1,4,1,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,1,0.811278,2,2,0,0,1,4,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
182,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,1,0,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,1,0.650647,2,2,0,0,-1,5,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,0.650647,3,6,0,0,-1,5,1,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,0.650647,16,30,0,0,-1,5,1,2,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,1,0.650647,2,2,0,0,-1,5,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,0.650647,2,4,0,0,-1,5,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,0.650647,1,2,0,0,-1,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1,0.994949,0,3,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1,0.994949,2,4,0,0,0,-1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1,0.994949,2,4,0,0,0,-1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1,0.994949,2,4,0,0,0,-1,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2,0.497469,33,33,2,-1,3,13,1,1,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,2,0.497469,0,6,2,-1,3,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2,0.497469,179,179,2,7,34,70,1,5,0,0,0,0,0,0,0,179,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,2,1,10,13,0,1,5,1,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,2,1,11,13,0,0,5,3,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,2,0.982141,1,2,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
148,2,0.982141,3,3,0,0,1,3,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1
148,2,0.982141,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247,1,0,6,7,0,0,3,3,1,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2,0.777084,8,16,0,0,5,-4,1,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2,0.777084,0,10,-2,0,-3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2,0.777084,2,4,-2,0,-3,-1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,2,0.777084,1,2,-2,0,-3,-1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,2,0.777084,0,1,-2,0,-3,-1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2,0.777084,2,2,-2,0,-3,-1,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,1,0,8,16,0,0,-5,4,1,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
198,3,0.874481,1,9,0,0,-3,-4,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
198,3,0.874481,10,10,2,0,2,-2,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,3,0.874481,1,2,2,0,2,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
198,3,0.874481,0,3,2,0,2,-2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
198,3,0.874481,2,4,2,0,2,-2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,3,0.874481,1,2,2,0,2,-2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,3,0.874481,1,1,2,0,2,-2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,3,0.874481,0,2,2,0,2,-2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,3,0.874481,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1,0.452204,4,50,0,0,-2,-27,1,3,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1,0.452204,3,4,0,0,-2,-27,1,1,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,1,0.452204,3,4,0,0,-2,-27,1,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1,0,0,2,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1,0,24,45,0,-1,2,2,1,0,0,0,0,0,0,0,0,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1,0.596075,0,3,0,-2,-19,-65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1,0.596075,0,52,0,-2,-19,-65,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1,0.596075,0,66,0,-2,-19,-65,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1,0.596075,0,1,0,-2,-19,-65,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1,0.982141,0,2,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1,0.982141,0,2,0,0,0,2,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1,0.982141,3,3,0,0,0,2,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1,0.716011,3,3,3,-1,57,16,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1,0.716011,4,13,3,-1,57,16,1,1,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1
676,1,0.716011,7,7,3,-1,57,16,1,0,0,0,0,0,0,0,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
676,1,0.716011,8,19,3,-1,57,16,1,1,0,0,0,0,0,0,0,8,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1
676,1,0.716011,1,2,3,-1,57,16,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
676,1,0.716011,1,2,3,-1,57,16,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1,0.716011,1,2,3,-1,57,16,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1,0.716011,1,2,3,-1,57,16,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1,0.716011,1,2,3,-1,57,16,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1,0.716011,40,97,3,-1,57,16,1,0,0,0,0,0,0,0,0,40,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
676,1,0.716011,64,138,3,-1,57,16,1,0,0,0,0,0,0,0,0,64,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1
676,1,0.716011,11,37,3,-1,57,16,1,0,1,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
676,1,0.716011,91,144,3,-1,57,16,1,0,0,0,0,0,0,0,0,91,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
676,1,0.716011,1,2,3,-1,57,16,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1,0.716011,2,41,3,-1,57,16,1,1,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1,0.716011,3,5,3,-1,57,16,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1,0.716011,62,64,3,-1,57,16,1,8,0,0,0,0,0,0,0,62,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1
318,5,0.635535,4,4,6,-22,71,182,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,5,0.635535,5,5,6,-22,71,182,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
318,5,0.635535,1,2,6,-22,71,182,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,5,0.635535,5,5,6,-22,71,182,1,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,5,0.635535,9,10,6,-22,71,182,1,1,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
318,5,0.635535,303,303,6,-22,71,182,1,9,0,0,0,0,0,0,0,303,47,1,0,0,0,0,0,0,0,0,0,0,0,0,1
318,5,0.635535,1,2,6,-22,71,182,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,5,0.635535,239,239,0,9,68,86,1,0,0,0,0,0,0,0,0,239,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1
318,5,0.635535,47,47,0,3,26,4,1,0,0,0,0,0,0,0,0,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
318,5,0.635535,44,44,0,4,26,4,1,0,0,0,0,0,0,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
318,5,0.635535,267,267,0,26,78,106,1,0,0,0,0,0,0,0,0,267,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,2,2,3,-1,7,32,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,1,2,3,-1,7,32,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,0,19,3,-1,7,32,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,4,8,3,-1,7,32,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
326,4,0.767655,1,2,3,-1,7,32,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,1,2,3,-1,7,32,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,1,2,3,-1,7,32,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,1,2,3,-1,7,32,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,1,74,3,-1,7,32,1,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,86,156,3,-1,7,32,1,0,0,0,0,0,0,0,0,86,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,3,25,3,-1,7,32,1,1,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,53,53,3,-1,7,32,1,6,0,0,0,0,0,0,0,53,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,2,2,3,0,2,35,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,1,2,3,0,2,35,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,0,19,3,0,2,35,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,3,6,3,0,2,35,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
326,4,0.767655,1,2,3,0,2,35,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,1,2,3,0,2,35,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,1,2,3,0,2,35,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,1,2,3,0,2,35,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,1,2,3,0,2,35,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,0,61,3,0,2,35,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,44,92,3,0,2,35,1,0,0,0,0,0,0,0,0,44,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,41,66,3,0,2,35,1,1,0,0,0,0,0,0,0,41,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,54,54,3,0,2,35,1,6,0,0,0,0,0,0,0,54,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,49,153,0,0,-20,-3,1,0,0,0,0,0,0,0,0,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,0,20,0,0,-20,-3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,0,7,0,0,-20,-3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,0,7,0,0,-20,-3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,1,2,0,0,-20,-3,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,2,2,3,0,-17,43,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,0,1,3,0,-17,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,17,17,3,0,-17,43,1,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,0,1,3,0,-17,43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,0,1,3,0,-17,43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,18,114,3,0,-17,43,1,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4,0.767655,45,82,3,0,-17,43,1,1,0,0,0,0,0,0,0,45,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,4,0.767655,63,63,3,0,-17,43,1,6,0,0,0,0,0,0,0,63,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,1,0.964488,3,11,0,-1,1,-2,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,0.964488,8,17,0,-1,1,-2,1,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,0.964488,2,8,0,-1,1,-2,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,0.964488,18,18,0,-1,1,-2,1,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,1,0,8,9,0,1,1,4,1,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1,0,6,6,0,0,1,4,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,1,0.918296,3,4,0,0,0,4,1,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1,0.918296,2,2,0,0,0,4,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1,1,1,1,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1,1,1,1,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,0.737431,15,15,0,0,9,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,1,0.737431,2,10,0,0,9,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,1,0.737431,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
