@relation 'MyTomcat-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 200 -T 0-weka.filters.unsupervised.attribute.Remove-R1'

@attribute cumulative_bug_count numeric
@attribute change_log_length numeric
@attribute changed_LOC numeric
@attribute CountDeclmethodName_delta numeric
@attribute CountDeclClassVariable_delta numeric
@attribute AvgLineCode_delta numeric
@attribute CountDeclmethodNameProtected_delta numeric
@attribute CountLine_delta numeric
@attribute CountStmt_delta numeric
@attribute CountLineComment_delta numeric
@attribute CountLineBlank_delta numeric
@attribute CountLineCodeExe_delta numeric
@attribute CountStmtExe_delta numeric
@attribute CountLineCode_delta numeric
@attribute s26 numeric
@attribute s29 numeric
@attribute s128 numeric
@attribute s249 numeric
@attribute s289 numeric
@attribute s321 numeric
@attribute s442 numeric
@attribute s498 numeric
@attribute s615 numeric
@attribute s641 numeric
@attribute s777 numeric
@attribute s862 numeric
@attribute s867 numeric
@attribute s981 numeric
@attribute s1097 numeric
@attribute s1133 numeric
@attribute s1197 numeric
@attribute s1201 numeric
@attribute s1375 numeric
@attribute s1659 numeric
@attribute s1941 numeric
@attribute s1951 numeric
@attribute s2233 numeric
@attribute s2603 numeric
@attribute s2698 numeric
@attribute s2987 numeric
@attribute s3139 numeric
@attribute s3158 numeric
@attribute s3586 numeric
@attribute s3761 numeric
@attribute s3821 numeric
@attribute s6023 numeric
@attribute s7477 numeric
@attribute bug_introducing {0,1}

@data
12,162,17,0,0,0,0,3,3,0,0,3,3,3,1,0,3,22,0,4,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,143,3,0,0,0,0,1,0,1,0,0,0,0,1,0,3,22,0,4,0,0,0,0,2,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,213,8,0,0,0,0,6,4,0,0,5,2,6,0,0,2,7,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,8,7,0,0,0,0,0,0,0,0,0,0,0
6,144,5,0,0,0,0,7,3,0,2,4,3,5,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6,187,6,0,0,0,0,-6,-3,0,0,-3,-3,-6,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
21,197,14,0,0,0,0,2,2,0,0,1,1,2,2,0,3,53,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0
52,197,15,0,0,0,0,9,6,4,0,5,6,6,1,0,3,51,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,41,30,6,0,0,0,0,0,0,0,0,0,0,0
7,197,35,0,0,-1,0,-3,0,0,0,-1,-1,-3,0,0,1,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
53,156,6,0,0,0,0,4,5,2,0,4,5,4,1,0,3,52,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,39,30,6,0,0,0,0,0,0,0,0,0,0,1
6,156,20,0,0,2,0,20,12,4,0,14,12,16,2,0,1,34,0,12,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
53,167,11,0,0,0,0,3,0,0,0,2,0,3,1,0,3,53,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,39,30,6,0,0,0,0,0,0,0,0,0,0,0
12,155,3,0,0,0,0,3,1,0,2,1,1,1,3,0,1,8,0,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1
21,1633,27,0,0,0,0,1,0,-1,0,0,0,2,2,0,3,57,0,14,0,0,0,0,12,0,0,1,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0
12,1633,62,2,0,-1,0,-4,-3,4,-1,-9,-5,-9,1,0,3,22,0,4,0,0,0,0,12,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1633,52,-1,0,0,0,2,4,7,-7,2,1,2,3,0,1,8,0,7,0,0,0,0,12,5,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
53,1633,67,-3,0,0,-1,-29,-21,-7,-3,-12,-13,-19,1,0,3,51,1,28,0,0,0,2,11,1,0,1,0,0,0,0,8,0,43,30,6,0,0,0,0,0,0,0,0,0,0,0
6,1633,4,0,0,0,0,2,3,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,11,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1633,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,7,2,6,0,0,0,0,12,6,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1633,9,1,0,0,0,5,3,0,1,1,1,4,0,0,1,4,0,0,0,0,0,0,12,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5,1633,45,4,0,-2,0,23,14,0,7,7,6,16,6,0,3,4,0,0,0,0,0,0,11,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,1633,4,0,0,1,0,1,2,0,0,1,1,1,3,0,2,2,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1633,29,4,0,1,0,29,10,16,3,4,3,10,0,0,2,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1633,29,4,0,1,0,29,10,16,3,4,3,10,0,0,2,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1633,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,32,0,10,4,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
5,1633,7,-1,0,1,-1,-7,-2,-3,-1,-1,-1,-3,1,0,1,1,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
11,1633,19,2,0,0,0,15,10,4,0,5,5,11,0,0,5,32,0,0,47,0,0,0,12,0,0,1,0,3,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
6,1633,6,0,0,0,0,4,4,0,0,2,1,4,1,0,1,13,0,25,8,0,0,0,12,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1633,9,0,1,0,0,3,1,3,-1,1,0,1,0,0,1,0,0,4,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1633,13,-2,0,0,0,-13,-6,0,-5,-4,-3,-8,0,0,1,3,0,10,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6,125,18,0,0,0,0,-2,0,0,0,0,0,-2,3,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,168,9,0,0,0,0,-2,-1,0,0,0,0,-2,6,0,3,4,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,168,4,0,0,-1,0,-5,-3,0,0,-3,-3,-5,3,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,150,17,0,0,1,0,5,6,0,1,5,4,4,3,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
53,213,2,0,0,0,0,-2,-1,0,-1,-1,0,-1,1,0,13,51,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,41,30,6,0,0,0,0,0,0,0,0,0,0,0
4,158,28,3,0,-1,0,12,6,0,3,3,3,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,158,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,158,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,158,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,410,14,0,0,0,0,-4,-4,0,0,-4,-4,-4,1,0,13,51,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,43,30,6,0,0,0,0,0,0,0,0,0,0,0
5,410,19,1,0,0,0,14,7,0,5,5,5,9,6,0,13,4,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,410,180,10,2,-4,0,160,112,5,19,93,75,138,3,0,12,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0
6,139,26,0,0,1,0,5,6,0,0,5,6,5,3,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0
2,268,12,0,0,0,0,10,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6,268,22,0,0,0,0,-2,0,1,0,0,0,-3,0,0,4,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
7,268,21,0,0,0,0,-5,-1,1,0,-1,0,-6,0,0,1,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12,171,3,0,0,0,0,1,1,2,0,0,1,0,3,0,1,8,0,7,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
12,153,16,0,0,0,0,4,2,-1,1,3,2,4,3,0,1,8,0,7,0,0,0,0,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
5,153,4,0,0,0,0,-5,-3,0,0,-3,-3,-5,6,0,3,4,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,153,12,0,0,1,0,7,14,0,0,8,12,7,3,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0
53,164,2,0,0,0,0,2,4,0,0,2,4,2,1,0,3,49,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,35,30,6,0,0,0,0,0,0,0,0,0,0,0
6,164,2,0,0,0,0,1,4,0,0,2,4,1,3,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0
6,187,23,0,0,0,0,2,2,0,2,0,1,0,3,0,2,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0
6,164,35,2,0,-1,0,16,14,0,0,12,8,16,3,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0
2,136,2,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6,136,40,0,0,0,0,22,0,22,0,0,0,0,2,0,4,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
6,164,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
7,164,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4,197,5,0,0,0,0,3,2,0,-1,3,2,4,1,0,4,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,202,6,0,0,1,0,5,7,0,0,5,5,5,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,157,4,0,0,1,0,2,3,0,0,2,2,2,2,0,3,56,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0
6,157,28,-2,0,0,0,-16,-1,-13,-2,0,0,-1,1,0,4,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
7,157,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4,157,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,174,6,0,0,0,0,2,2,0,0,2,1,2,0,0,2,21,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,11,1,1,0,0,0,0,0,0
5,174,6,0,0,0,0,2,2,0,0,2,1,2,0,0,3,25,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,1,1,0,0,0,0,0,0
1,174,6,0,0,0,0,2,2,0,0,2,1,2,0,0,1,7,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0
2,155,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,11,1,1,0,0,0,0,0,0
5,155,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,1,1,0,0,0,0,0,0
1,155,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
6,198,4,0,0,0,0,2,2,0,0,2,2,2,2,0,1,30,0,10,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
3,176,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,162,5,0,0,0,0,3,2,0,0,2,2,3,0,0,2,7,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,172,27,1,0,0,0,21,15,1,1,14,10,19,2,0,5,6,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,129,4,0,0,0,0,-1,0,0,0,0,0,-1,0,0,2,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,251,8,0,0,0,0,2,1,0,1,1,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
2,172,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4,236,6,1,0,-1,0,4,2,0,1,1,1,3,0,0,1,8,0,12,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7,198,5,0,0,0,0,2,1,0,0,2,1,2,0,0,2,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,152,2,0,0,0,0,-1,0,0,0,0,0,-1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,142,2,0,0,0,0,-1,0,0,0,0,0,-1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,142,7,0,0,0,0,3,2,1,0,2,2,2,1,0,1,10,0,0,0,0,0,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1
3,251,31,2,1,0,0,27,20,1,3,16,13,23,0,0,1,7,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,251,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
1,141,29,0,0,1,0,3,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,141,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,141,12,0,0,0,0,2,0,0,0,0,0,2,0,0,1,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,1
3,141,12,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,6,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,248,159,-5,-1,-16,0,-159,-64,-46,-27,-60,-45,-87,0,0,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
7,248,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,30,0,10,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
7,248,7,0,0,0,0,3,3,0,0,3,2,3,1,0,1,13,0,25,8,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,248,5,0,0,0,0,3,3,0,0,2,2,3,0,0,2,19,0,9,5,0,0,0,2,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,195,6,0,1,0,0,6,1,4,1,1,0,1,0,0,1,0,0,0,4,0,0,0,3,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,195,4,0,0,0,0,2,1,0,1,0,0,1,2,0,2,9,0,5,2,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,301,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,1,21,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,247,35,-1,0,0,0,-1,-1,4,-1,-1,1,-4,2,0,1,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,247,14,0,0,1,0,4,1,0,0,2,1,4,0,0,1,9,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
1,135,2,0,0,0,0,0,1,0,-1,0,0,1,0,0,1,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
4,142,2,0,0,0,0,2,1,1,0,1,1,1,0,0,11,15,0,0,0,0,0,1,2,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,137,4,1,0,0,0,3,2,0,1,1,1,2,0,1,2,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,168,64,4,0,-2,0,44,24,8,7,11,6,29,0,1,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,214,4,0,0,0,0,2,1,0,0,1,1,2,0,1,3,7,0,0,0,0,0,0,3,0,0,0,0,7,0,0,16,0,0,0,0,0,1,0,0,0,0,1,12,0,0,1
1,182,19,0,0,0,0,5,1,1,1,1,1,3,0,1,2,19,0,9,5,0,0,0,2,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,178,3,0,0,0,0,3,2,0,0,2,2,3,0,1,1,26,0,10,38,0,0,1,1,0,0,1,0,1,0,0,35,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0
6,169,98,-11,0,0,0,-96,-9,-72,-12,0,0,-12,0,1,4,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5,169,31,-7,0,1,0,-31,-14,0,-7,-7,-7,-24,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4,169,21,0,-4,0,0,-21,-4,-12,-5,-4,0,-4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,169,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,45,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0
4,220,3,-1,1,4,0,5,-1,0,2,2,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,131,2,1,-1,-3,0,2,2,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,244,20,0,0,0,0,0,0,0,0,0,0,0,1,1,3,22,0,4,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,228,2,0,0,0,0,1,0,0,1,0,0,0,0,1,3,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
3,199,28,3,0,-1,0,12,6,0,3,3,3,9,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,199,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,199,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,199,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,227,6,0,0,0,0,4,2,0,2,2,2,2,1,1,1,35,0,0,26,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,1,1,0,0,0,25,0,0,2,0,1
7,145,12,0,0,0,0,0,0,0,0,0,0,0,4,1,7,18,4,22,24,0,0,3,1,1,0,0,0,6,2,0,12,0,0,0,0,2,3,0,0,0,9,0,0,14,0,1
3,145,65,0,0,0,0,-9,-6,-1,-6,-1,0,-2,5,1,8,74,2,46,148,0,0,0,1,0,0,0,0,3,0,0,11,0,0,0,0,2,1,6,0,2,21,0,0,28,0,1
1,160,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,160,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,160,3,0,-1,0,0,-3,-3,0,0,-1,0,-3,0,1,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,160,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,160,1,0,0,0,0,-1,-1,-1,0,-1,0,-1,0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,160,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,160,34,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,18,0,0,2,1,0,0,1,1,0,0,0,7,4,0,17,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
2,160,5,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,160,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,180,16,0,0,0,0,16,6,4,5,6,5,7,0,1,1,18,0,0,2,1,0,0,1,1,0,0,0,7,4,0,19,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
1,196,164,4,0,17,0,164,65,56,17,48,27,91,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1
4,205,5,0,0,0,0,3,2,0,-1,3,2,4,1,1,4,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,205,6,0,0,1,0,5,7,0,0,5,5,5,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,189,9,0,0,0,0,3,2,0,0,2,2,3,0,1,7,33,0,2,97,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,4,1,0,0,0,12,1,0,0,0,1
