@relation 'MyJedit-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 200 -T 0-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 60 -T 0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 60 -T 0'

@attribute cumulative_bug_count numeric
@attribute change_log_length numeric
@attribute changed_LOC numeric
@attribute AvgLine numeric
@attribute RatioCommentToCode numeric
@attribute CountLineCodeExe_delta numeric
@attribute AvgLine_delta numeric
@attribute CountDeclInstanceVariable_delta numeric
@attribute CountStmtExe_delta numeric
@attribute CountLineComment_delta numeric
@attribute CountDeclInstancemethodName_delta numeric
@attribute CountDeclmethodName_delta numeric
@attribute CountLineBlank_delta numeric
@attribute SumEssential_delta numeric
@attribute SumCyclomaticStrict_delta numeric
@attribute AvgLineBlank_delta numeric
@attribute s13 numeric
@attribute s29 numeric
@attribute s70 numeric
@attribute s91 numeric
@attribute s98 numeric
@attribute s139 numeric
@attribute s145 numeric
@attribute s200 numeric
@attribute s219 numeric
@attribute s259 numeric
@attribute s262 numeric
@attribute s263 numeric
@attribute s264 numeric
@attribute s266 numeric
@attribute s269 numeric
@attribute s334 numeric
@attribute s390 numeric
@attribute s639 numeric
@attribute s701 numeric
@attribute s788 numeric
@attribute s859 numeric
@attribute s909 numeric
@attribute s910 numeric
@attribute s1092 numeric
@attribute s1520 numeric
@attribute s1736 numeric
@attribute s2159 numeric
@attribute s2473 numeric
@attribute s2752 numeric
@attribute s3313 numeric
@attribute s3871 numeric
@attribute s4914 numeric
@attribute s5303 numeric
@attribute s6036 numeric
@attribute s6336 numeric
@attribute s6363 numeric
@attribute s6569 numeric
@attribute s6949 numeric
@attribute s7559 numeric
@attribute s9135 numeric
@attribute s9227 numeric
@attribute s9439 numeric
@attribute s11467 numeric
@attribute bug_introducing {0,1}

@data
8,157,5,12,0.32,0,0,0,0,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,157,5,17,0.77,0,0,0,0,5,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,157,6,1,6.4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,157,2,3,2.02,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,0,0,0,0,0,16,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,157,7,10,1.64,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,2,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,157,2,30,0.59,0,0,0,0,2,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,5,0,0,2,0,0,5,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,157,2,18,0.58,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,3,13,0,0,0,7,0,0,0,0,0,48,0,1,0,0,2,5,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,157,3,11,0.6,0,0,0,0,3,0,0,0,0,0,0,1,20,0,0,2,0,0,0,1,3,0,0,2,0,0,47,0,1,0,0,2,4,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,157,6,17,0.57,0,0,0,0,4,0,0,0,0,0,0,1,17,0,0,0,1,0,0,0,3,0,0,0,0,0,44,0,1,0,0,2,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,157,6,7,0.35,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,157,3,13,0.53,0,0,0,0,1,0,0,0,0,0,0,1,38,0,0,33,24,2,0,2,5,0,0,2,0,0,72,0,0,0,0,2,15,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,157,10,17,0.61,0,0,0,0,2,0,0,0,0,0,0,1,11,0,0,0,7,0,0,0,1,0,0,0,0,0,9,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,157,4,7,0.35,0,0,0,0,4,0,0,0,0,0,0,1,14,0,0,0,0,2,0,0,1,0,0,0,0,0,24,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,157,5,62,0.39,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,157,5,21,0.44,0,0,0,0,3,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,5,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,157,14,25,0.24,0,0,0,0,2,0,0,0,0,0,0,1,37,0,0,4,2,0,0,1,2,0,0,0,0,0,24,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,157,5,10,1.06,0,0,0,0,1,0,0,0,0,0,0,1,25,0,0,1,0,0,0,0,3,0,0,1,0,0,50,0,1,0,0,2,9,1,0,0,36,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,157,4,23,0.43,0,0,0,0,2,0,0,0,0,0,0,1,162,0,0,0,5,3,0,0,7,0,0,1,0,0,87,1,1,0,0,3,21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,157,5,40,0.15,0,0,0,0,5,0,0,0,0,0,0,1,66,0,0,0,0,0,0,7,1,0,0,1,0,0,8,0,0,1,14,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,157,2,12,0.39,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,2,0,0,1,0,0,16,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,157,3,31,0.82,0,0,0,0,3,0,0,0,0,0,0,1,6,0,0,0,17,0,0,0,4,0,0,0,0,0,5,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,157,3,5,1.14,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,157,2,25,0.22,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,4,0,0,0,1,0,0,1,0,0,6,0,0,0,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,157,3,7,0.76,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,157,2,31,0.81,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,13,0,0,0,1,0,0,0,0,0,5,0,0,0,0,2,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,157,3,22,0.31,0,0,0,0,3,0,0,0,0,0,0,1,20,0,0,3,5,0,0,4,1,0,0,1,0,0,14,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,157,2,1,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,157,3,37,0.25,0,0,0,0,3,0,0,0,0,0,0,15,13,0,0,0,3,0,0,0,3,0,0,3,0,0,20,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,157,3,36,0.19,0,0,0,0,3,0,0,0,0,0,0,12,17,0,0,0,4,2,0,0,2,0,0,1,0,0,9,0,0,0,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,157,2,20,0.39,0,0,0,0,0,0,0,0,0,0,0,1,85,0,0,1,711,0,0,4,5,0,0,3,0,0,227,0,12,0,0,2,71,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,157,2,4,1.37,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,157,6,25,0.79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,157,5,14,0.57,0,0,0,0,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,157,11,11,0.35,0,0,0,0,11,0,0,0,0,0,0,1,8,0,0,0,8,0,0,0,1,0,0,1,0,0,14,0,0,0,0,3,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
8,157,2,16,0.35,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,2,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,157,2,4,0.83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,157,8,2,6.08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,0,0,0,2,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,157,3,7,1.23,0,0,0,0,-1,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,157,3,8,0.93,0,0,0,0,3,0,0,0,0,0,0,13,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,157,3,24,0.62,0,0,0,0,3,0,0,0,0,0,0,17,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,193,1,24,0.44,1,0,0,1,0,0,0,0,0,0,0,13,17,40,0,0,5,0,0,0,2,0,0,1,0,0,16,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,193,5,19,0.59,2,0,0,2,0,0,0,1,0,1,0,1,81,0,0,5,16,1,0,0,7,0,0,1,0,0,138,0,3,0,0,2,49,1,0,1,0,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,193,3,20,0.39,1,0,0,1,0,0,0,0,0,0,0,1,85,0,0,1,711,0,0,4,5,0,0,3,0,0,227,0,12,0,0,2,71,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,193,2,11,0.35,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,8,0,0,0,1,0,0,1,0,0,14,0,0,0,0,2,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
13,169,2,7,0.12,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,138,1,19,0.59,1,0,0,1,0,0,0,0,0,0,0,1,81,0,0,5,16,1,0,0,7,0,0,1,0,0,138,0,3,0,0,2,49,1,0,1,0,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,138,30,13,0.54,-7,0,0,-1,0,-1,-1,1,-1,-3,0,1,42,0,0,29,24,2,0,2,5,0,0,2,0,0,72,0,0,0,0,2,15,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,191,1,16,0.36,1,1,0,1,0,0,0,0,0,0,0,1,20,0,0,0,0,2,0,0,1,0,0,0,0,0,10,0,0,1,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,191,94,18,0.36,34,18,0,26,21,0,3,14,3,6,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,191,4,18,0.58,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,3,13,0,0,0,7,0,0,0,0,0,48,0,1,0,0,2,5,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,191,3,23,0.43,2,0,0,2,1,0,0,0,0,0,0,1,166,0,0,0,5,3,0,0,7,0,0,1,0,0,87,1,1,0,0,3,21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
195,191,15,20,0.39,6,0,0,4,0,0,0,1,0,2,0,1,85,0,0,1,711,0,0,4,5,0,0,3,0,0,227,0,12,0,0,2,71,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,191,2,4,0.83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,139,18,18,0.58,1,0,0,0,0,0,0,1,0,0,0,1,45,0,0,3,13,0,0,0,7,0,0,0,0,0,48,0,1,0,0,2,5,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,139,33,6,0.63,18,2,0,15,1,0,1,3,1,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,12,10,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,147,2,16,0.24,2,0,0,2,0,0,0,0,0,1,0,1,45,0,0,0,6,0,0,0,2,0,0,0,0,0,38,0,0,0,0,2,6,1,0,0,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
30,164,7,10,0.4,1,0,0,1,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,2,0,0,1,0,0,22,0,0,4,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,213,1,32,0.14,1,0,0,1,0,0,0,0,0,0,0,1,57,0,0,0,1,0,0,1,1,0,0,1,0,0,5,0,0,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,213,4,17,0.17,2,1,0,2,0,0,0,0,0,1,0,1,9,0,0,0,7,2,0,0,2,0,0,0,0,0,8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,213,6,10,0.61,1,-1,0,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,213,46,26,0.45,15,1,0,10,5,0,0,5,0,5,0,1,28,0,0,1,13,0,0,0,1,0,0,1,0,0,29,0,7,0,0,2,6,1,0,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,213,6,33,0.21,1,-1,0,1,2,0,1,1,1,1,-1,1,76,0,0,0,1,0,0,0,2,0,0,1,0,0,19,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,213,10,25,0.44,5,4,0,3,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,154,9,19,0.59,0,0,0,0,7,0,0,0,0,0,0,1,81,0,0,5,16,1,0,0,7,0,0,1,0,0,140,0,3,0,0,2,49,1,0,1,0,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,154,13,21,0.43,0,0,0,0,9,0,0,0,0,0,0,1,12,0,0,0,5,0,0,0,1,0,0,1,0,0,20,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,154,14,41,0.22,6,0,0,4,0,0,0,6,0,0,0,1,22,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,154,9,13,0.54,0,0,0,0,5,0,0,0,0,0,0,1,38,0,0,29,24,2,0,2,5,0,0,2,0,0,73,0,0,0,0,2,15,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,154,8,20,0.39,4,0,0,4,1,0,0,1,3,1,0,1,85,0,0,1,711,0,0,6,5,0,0,3,0,0,227,0,12,0,0,2,71,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,148,21,1,9.4,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,148,10,3,2,0,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,148,18,3,3.18,3,2,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,148,42,10,2.18,0,0,0,0,30,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,2,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,148,155,5,2.18,0,0,0,0,104,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,12,0,0,0,0,0,25,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,148,33,13,0.58,0,0,0,0,31,0,0,0,0,0,0,1,38,0,0,31,24,2,0,2,9,0,0,2,0,0,71,0,0,0,0,2,15,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
60,148,20,10,0.62,0,0,0,0,18,0,0,0,0,0,0,1,38,0,0,0,2,2,0,0,4,0,0,1,0,0,60,0,0,0,0,2,4,1,0,0,25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
8,142,6,6,0.96,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,4,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,142,33,19,0.59,0,0,0,0,-1,0,0,0,0,0,0,1,81,0,0,5,16,1,1,0,9,0,0,1,0,0,139,0,3,0,0,2,49,1,0,1,0,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,142,4,1,9.8,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,142,4,3,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,10,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,142,4,3,2.92,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,142,6,3,1.98,0,0,0,0,-2,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,3,0,0,0,0,0,16,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,142,17,10,2.16,0,0,0,0,-1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,2,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,142,11,21,0.45,0,0,0,0,7,0,0,0,0,0,0,1,12,0,0,0,3,0,1,0,1,0,0,1,0,0,19,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,142,20,5,2.2,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,7,0,0,0,0,0,19,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,142,14,30,0.59,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,5,0,0,2,0,0,5,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,142,6,18,0.58,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,3,13,0,1,0,7,0,0,0,0,0,48,0,1,0,0,2,5,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,142,8,11,0.6,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,2,0,0,1,1,3,0,0,2,0,0,47,0,1,0,0,2,4,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,142,2,17,0.57,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,1,0,1,0,3,0,0,0,0,0,44,0,1,0,0,2,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,142,7,11,0.98,0,0,0,0,-3,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,2,0,0,0,0,0,14,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,142,10,1,4.89,0,0,0,0,-4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,142,17,13,0.58,0,0,0,0,-3,0,0,0,0,0,0,1,38,0,0,30,24,2,1,2,7,0,0,2,0,0,71,0,0,0,0,2,15,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,142,4,10,0.62,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,2,2,1,0,6,0,0,1,0,0,60,0,0,0,0,2,4,1,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,142,4,13,0.76,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,2,0,0,1,0,0,17,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,142,7,25,0.24,0,0,0,0,3,0,0,0,0,0,0,1,37,0,0,2,2,0,1,1,2,0,0,0,0,0,24,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,142,14,10,1.06,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,1,0,0,1,0,3,0,0,1,0,0,50,0,1,0,0,2,9,1,0,0,36,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,142,2,31,0.81,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,13,0,1,0,1,0,0,0,0,0,5,0,0,0,0,2,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,142,10,26,0.46,0,0,0,0,2,0,0,0,0,0,0,1,28,0,0,1,11,0,1,0,1,0,0,1,0,0,29,0,7,0,0,2,6,1,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,142,11,20,0.39,0,0,0,0,-1,0,0,0,0,0,0,1,85,0,0,1,711,0,1,5,5,0,0,3,0,0,227,0,12,0,0,2,71,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,142,2,2,5.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,0,0,0,0,5,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,142,6,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,142,8,34,0.36,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,1,0,1,0,0,1,0,0,27,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,142,2,7,1.23,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,142,2,2,6.14,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,142,2,1,6.33,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,142,2,8,0.93,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,0,1,0,1,0,0,0,0,0,4,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
